crop,commodity_id,district,district_id,market,variety,observed_days,oldest_date,newest_date,eligible_120
Wheat,1,Unknown,,Bavla APMC,Deshi,1,2025-03-25,2025-03-25,NO
Wheat,1,Unknown,,Borsad APMC,Deshi,1,2025-11-08,2025-11-08,NO
Wheat,1,Unknown,,Dhoraji APMC,Bansi,1,2026-02-23,2026-02-23,NO
Wheat,1,Unknown,,Dhoraji APMC,Local,1,2026-01-02,2026-01-02,NO
Wheat,1,Unknown,,Dhoraji APMC,Lok-1,1,2025-11-07,2025-11-07,NO
Wheat,1,Unknown,,Godhra APMC,Lokwan Gujrat,1,2025-06-02,2025-06-02,NO
Wheat,1,Unknown,,Godhra Kakanpur APMC,Lokwan,1,2025-06-03,2025-06-03,NO
Wheat,1,Unknown,,Godhra(Timbaroad) APMC,MP Lokwan,1,2026-07-29,2026-07-29,NO
Wheat,1,Unknown,,Jamnagar APMC,Local,1,2026-03-14,2026-03-14,NO
Wheat,1,Unknown,,Jetpur(Dist.Rajkot) APMC,Lokwan Gujrat,1,2026-02-17,2026-02-17,NO
Wheat,1,Unknown,,Kapadvanj APMC,Lokwan,1,2026-07-11,2026-07-11,NO
Wheat,1,Unknown,,Khambhat APMC,Other,1,2025-11-12,2025-11-12,NO
Wheat,1,Unknown,,Kutiyana APMC,147 Average,1,2025-12-23,2025-12-23,NO
Wheat,1,Unknown,,Limdi APMC,Other,1,2026-04-11,2026-04-11,NO
Wheat,1,Unknown,,Mahuva(Station Road) APMC,Deshi,1,2026-02-23,2026-02-23,NO
Wheat,1,Unknown,,Mahuva(Station Road) APMC,Local,1,2026-05-18,2026-05-18,NO
Wheat,1,Unknown,,Mahuva(Station Road) APMC,Lok-1,1,2025-03-15,2025-03-15,NO
Wheat,1,Unknown,,Mansa APMC,Other,1,2025-12-06,2025-12-06,NO
Wheat,1,Unknown,,Nasvadi APMC,147 Average,1,2025-07-28,2025-07-28,NO
Wheat,1,Unknown,,Nasvadi APMC,Other,1,2025-12-03,2025-12-03,NO
Wheat,1,Unknown,,Nizar(Rumkitalav) APMC,Other,1,2025-07-12,2025-07-12,NO
Wheat,1,Unknown,,Songadh APMC,Other,1,2025-05-14,2025-05-14,NO
Wheat,1,Unknown,,Vagodiya APMC,Lokwan Gujrat,1,2026-05-16,2026-05-16,NO
Wheat,1,Unknown,,Vav APMC,Other,1,2025-04-03,2025-04-03,NO
